nohup python3 evolve.py -s switch_maps -c config/config-switch_maps_tmaze -g 1000 -p tmaze --num_episodes 8 --map_size 7 --draw out/tmaze_maps/4 --log out/tmaze_maps/stats>> out/tmaze_maps/4.txt &


 ****** Running generation 0 ****** 

Population's average fitness: -10.83360 stdev: 7.82003
Best fitness: 20.80000 - size: (1, 5) - species 2 - id 2
Average adjusted fitness: 0.059
Mean genetic distance 4.040, standard deviation 0.676
Population of 764 members in 251 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0    32    -12.8    0.000     0
     2    0     1     20.8    1.000     0
     3    0    74    -12.8    0.000     0
     4    0     2    -12.8    0.000     0
     5    0    88    -12.8    0.000     0
     6    0     1     20.8    1.000     0
     7    0     1      8.4    0.631     0
     8    0     2    -12.8    0.000     0
     9    0    10    -12.8    0.000     0
    10    0     1    -12.8    0.000     0
    11    0     2    -12.8    0.000     0
    12    0     2    -12.8    0.000     0
    13    0    26    -12.8    0.000     0
    14    0     5    -12.8    0.000     0
    15    0     2    -12.8    0.000     0
    16    0    22    -12.8    0.000     0
    17    0    27    -12.8    0.000     0
    18    0     1    -12.8    0.000     0
    19    0     1    -12.8    0.000     0
    20    0    23    -12.8    0.000     0
    21    0    17    -12.8    0.000     0
    22    0     9    -12.8    0.000     0
    23    0     6    -12.8    0.000     0
    24    0     1    -12.8    0.000     0
    25    0     2    -12.8    0.000     0
    26    0     1    -12.8    0.000     0
    27    0     1    -12.8    0.000     0
    28    0    43    -12.8    0.000     0
    29    0     2    -12.8    0.000     0
    30    0    21    -12.8    0.000     0
    31    0     1    -12.8    0.000     0
    32    0    16    -12.8    0.000     0
    33    0     8    -12.8    0.000     0
    34    0     1    -12.8    0.000     0
    35    0     2    -12.8    0.000     0
    36    0     5    -12.8    0.000     0
    37    0     3    -12.8    0.000     0
    38    0     2    -12.8    0.000     0
    39    0     1    -12.8    0.000     0
    40    0     2    -12.8    0.000     0
    41    0     1    -12.8    0.000     0
    42    0     2    -12.8    0.000     0
    43    0    17    -12.8    0.000     0
    44    0     7    -12.8    0.000     0
    45    0     1    -12.8    0.000     0
    46    0     2    -12.8    0.000     0
    47    0     1    -12.8    0.000     0
    48    0     1    -12.8    0.000     0
    49    0     1    -12.8    0.000     0
    50    0     2    -12.8    0.000     0
    51    0     1     20.8    1.000     0
    52    0     1     20.8    1.000     0
    53    0     3    -12.8    0.000     0
    54    0     1    -12.8    0.000     0
    55    0     1     20.8    1.000     0
    56    0     6    -12.8    0.000     0
    57    0     2    -12.8    0.000     0
    58    0     9    -12.8    0.000     0
    59    0     1     20.8    1.000     0
    60    0     1    -12.8    0.000     0
    61    0     3    -12.8    0.000     0
    62    0     3    -12.8    0.000     0
    63    0     1    -12.8    0.000     0
    64    0     2    -12.8    0.000     0
    65    0     1    -12.8    0.000     0
    66    0     1    -12.8    0.000     0
    67    0     7    -12.8    0.000     0
    68    0     1    -12.8    0.000     0
    69    0     5    -12.8    0.000     0
    70    0     2    -12.8    0.000     0
    71    0     4    -12.8    0.000     0
    72    0     1    -12.8    0.000     0
    73    0     4    -12.8    0.000     0
    74    0     2    -12.8    0.000     0
    75    0     4    -12.8    0.000     0
    76    0     4    -12.8    0.000     0
    77    0     1    -12.8    0.000     0
    78    0     1    -12.8    0.000     0
    79    0     2    -12.8    0.000     0
    80    0     1    -12.8    0.000     0
    81    0     1    -12.8    0.000     0
    82    0     1    -12.8    0.000     0
    83    0     2    -12.8    0.000     0
    84    0     1    -12.8    0.000     0
    85    0     1    -12.8    0.000     0
    86    0     1    -12.8    0.000     0
    87    0     1    -12.8    0.000     0
    88    0     1    -12.8    0.000     0
    89    0     1    -12.8    0.000     0
    90    0     1    -12.8    0.000     0
    91    0     1    -12.8    0.000     0
    92    0     1    -12.8    0.000     0
    93    0     2    -12.8    0.000     0
    94    0     1    -12.8    0.000     0
    95    0     1    -12.8    0.000     0
