nohup python3 evolve.py -s switch_maps -c config/config-switch_maps_homing_tmaze --map_size 8 -g 1000 -p homing_tmaze --num_episodes 8 --draw out/homing_tmaze_maps/7 --log out/homing_tmaze_maps/stats>> out/homing_tmaze_maps/7.txt &


 ****** Running generation 0 ****** 

Population's average fitness: -3.20000 stdev: 0.00000
Best fitness: -3.20000 - size: (1, 5) - species 1 - id 1
Average adjusted fitness: 0.000
Mean genetic distance 4.133, standard deviation 0.667
Population of 750 members in 251 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0    36     -3.2    0.000     0
     2    0     2     -3.2    0.000     0
     3    0     2     -3.2    0.000     0
     4    0     2     -3.2    0.000     0
     5    0     6     -3.2    0.000     0
     6    0    32     -3.2    0.000     0
     7    0     8     -3.2    0.000     0
     8    0     2     -3.2    0.000     0
     9    0   168     -3.2    0.000     0
    10    0    24     -3.2    0.000     0
    11    0     4     -3.2    0.000     0
    12    0    15     -3.2    0.000     0
    13    0     2     -3.2    0.000     0
    14    0    19     -3.2    0.000     0
    15    0     1     -3.2    0.000     0
    16    0    31     -3.2    0.000     0
    17    0     2     -3.2    0.000     0
    18    0    48     -3.2    0.000     0
    19    0     3     -3.2    0.000     0
    20    0     2     -3.2    0.000     0
    21    0     2     -3.2    0.000     0
    22    0     2     -3.2    0.000     0
    23    0     1     -3.2    0.000     0
    24    0    17     -3.2    0.000     0
    25    0     2     -3.2    0.000     0
    26    0     2     -3.2    0.000     0
    27    0     1     -3.2    0.000     0
    28    0     3     -3.2    0.000     0
    29    0     5     -3.2    0.000     0
    30    0     1     -3.2    0.000     0
    31    0     1     -3.2    0.000     0
    32    0     2     -3.2    0.000     0
    33    0     1     -3.2    0.000     0
    34    0     1     -3.2    0.000     0
    35    0    20     -3.2    0.000     0
    36    0     1     -3.2    0.000     0
    37    0    14     -3.2    0.000     0
    38    0     1     -3.2    0.000     0
    39    0     1     -3.2    0.000     0
    40    0     1     -3.2    0.000     0
    41    0     1     -3.2    0.000     0
    42    0     8     -3.2    0.000     0
    43    0     2     -3.2    0.000     0
    44    0     1     -3.2    0.000     0
    45    0     4     -3.2    0.000     0
    46    0     1     -3.2    0.000     0
    47    0     2     -3.2    0.000     0
    48    0     1     -3.2    0.000     0
    49    0    12     -3.2    0.000     0
    50    0     1     -3.2    0.000     0
    51    0     4     -3.2    0.000     0
    52    0     1     -3.2    0.000     0
    53    0     1     -3.2    0.000     0
    54    0     1     -3.2    0.000     0
    55    0     1     -3.2    0.000     0
    56    0     1     -3.2    0.000     0
    57    0     2     -3.2    0.000     0
    58    0     5     -3.2    0.000     0
    59    0     1     -3.2    0.000     0
    60    0     1     -3.2    0.000     0
    61    0     1     -3.2    0.000     0
    62    0     1     -3.2    0.000     0
    63    0     1     -3.2    0.000     0
    64    0     2     -3.2    0.000     0
    65    0     2     -3.2    0.000     0
    66    0     2     -3.2    0.000     0
    67    0     1     -3.2    0.000     0
    68    0     1     -3.2    0.000     0
    69    0     3     -3.2    0.000     0
    70    0     1     -3.2    0.000     0
    71    0     1     -3.2    0.000     0
    72    0     1     -3.2    0.000     0
    73    0     2     -3.2    0.000     0
    74    0     1     -3.2    0.000     0
    75    0     1     -3.2    0.000     0
    76    0     1     -3.2    0.000     0
    77    0     1     -3.2    0.000     0
